001	1944-09-01	ДА
001	1944-09-01	ДА	КаоФ
001	1944-09-01	ДА	КаоФ	7 армия
149	1944-09-01	НДФ	ЗакФ	45 армия	69 УР
149	1944-09-01	НДФ	ЗакФ	45 армия	39 гв. пап
149	1944-09-01	НДФ	ЗакФ	45 армия	233 иптап
149	1944-09-01	НДФ	ЗакФ	45 армия	862 зенап
149	1944-09-01	НДФ	ЗакФ	45 армия	1653 зенап
149	1944-09-01	НДФ	ЗакФ	45 армия	226 тбр
149	1944-09-01	НДФ	ЗакФ	45 армия	227 тбр
149	1944-09-01	НДФ	ЗакФ	45 армия	65 одн брп
149	1944-09-01	НДФ	ЗакФ	45 армия	10 оиб
150	1944-09-01	НДФ	ЗакФ	12 ск
150	1944-09-01	НДФ	ЗакФ	296 сд
150	1944-09-01	НДФ	ЗакФ	406 сд
150	1944-09-01	НДФ	ЗакФ	13 ск 
150	1944-09-01	НДФ	ЗакФ	392 сд
150	1944-09-01	НДФ	ЗакФ	402 сд
150	1944-09-01	НДФ	ЗакФ	151 УР
150	1944-09-01	НДФ	ЗакФ	1677 кап
150	1944-09-01	НДФ	ЗакФ	230 тбр
150	1944-09-01	НДФ	ЗакФ	19 одн брп
150	1944-09-01	НДФ	ЗакФ	36 одн брп
150	1944-09-01	НДФ	ЗакФ	41 одн брп
150	1944-09-01	НДФ	ЗакФ	25 иап
150	1944-09-01	НДФ	ЗакФ	167 иап
150	1944-09-01	НДФ	ЗакФ	978 иап
150	1944-09-01	НДФ	ЗакФ	149 раэ
150	1944-09-01	НДФ	ЗакФ	337 оиб
151	1944-09-01	ВО	ЗакФ
151	1944-09-01	ВО	ЗакФ	Средне-Азиатский ВО
151	1944-09-01	ВО	ЗакФ	Средне-Азиатский ВО	93 сбр
151	1944-09-01	ВО	ЗакФ	Средне-Азиатский ВО	333 шад
151	1944-09-01	ВО	ЗакФ	Средне-Азиатский ВО	15 раэ
151	1944-09-01	ВО	ЗакФ	Средне-Азиатский ВО	125 оиб
151	1944-09-01	ВО	ЗакФ	Средне-Азиатский ВО	126 оиб
152	1944-09-01	НДФ	ЗабФ
152	1944-09-01	НДФ	ЗабФ	17 армия
152	1944-09-01	НДФ	ЗабФ	17 армия	85 ск
152	1944-09-01	НДФ	ЗабФ	17 армия	36 мсд
152	1944-09-01	НДФ	ЗабФ	17 армия	57 мсд
152	1944-09-01	НДФ	ЗабФ	17 армия	1 мсп
152	1944-09-01	НДФ	ЗабФ	17 армия	3 мсп
152	1944-09-01	НДФ	ЗабФ	17 армия	185 пап
152	1944-09-01	НДФ	ЗабФ	17 армия	624 пап
152	1944-09-01	НДФ	ЗабФ	17 армия	629 пап
152	1944-09-01	НДФ	ЗабФ	17 армия	1141 пап
152	1944-09-01	НДФ	ЗабФ	17 армия	1910 иптап
152	1944-09-01	НДФ	ЗабФ	17 армия	1914 зенап
152	1944-09-01	НДФ	ЗабФ	17 армия	66 озадн
152	1944-09-01	НДФ	ЗабФ	17 армия	376 озадн
152	1944-09-01	НДФ	ЗабФ	17 армия	382 озадн
152	1944-09-01	НДФ	ЗабФ	17 армия	61 тд
152	1944-09-01	НДФ	ЗабФ	17 армия	25 мехбр
152	1944-09-01	НДФ	ЗабФ	17 армия	70 отб
152	1944-09-01	НДФ	ЗабФ	17 армия	82 отб
152	1944-09-01	НДФ	ЗабФ	17 армия	102 оиб
152	1944-09-01	НДФ	ЗабФ	17 армия	969 оиб
153	1944-09-01	НДФ	ЗабФ	36 армия
153	1944-09-01	НДФ	ЗабФ	36 армия	86 ск
153	1944-09-01	НДФ	ЗабФ	36 армия	209 сд
153	1944-09-01	НДФ	ЗабФ	36 армия	210 сд
153	1944-09-01	НДФ	ЗабФ	36 армия	278 сд
153	1944-09-01	НДФ	ЗабФ	36 армия	298 сд
153	1944-09-01	НДФ	ЗабФ	36 армия	267 пап
153	1944-09-01	НДФ	ЗабФ	36 армия	390 пап
153	1944-09-01	НДФ	ЗабФ	36 армия	1233 пап
153	1944-09-01	НДФ	ЗабФ	36 армия	1912 иптап
153	1944-09-01	НДФ	ЗабФ	36 армия	190 горно
153	1944-09-01	НДФ	ЗабФ	36 армия	1915 зенап
153	1944-09-01	НДФ	ЗабФ	36 армия	1916 зенап
153	1944-09-01	НДФ	ЗабФ	36 армия	401 озадн
153	1944-09-01	НДФ	ЗабФ	36 армия	405 озадн
153	1944-09-01	НДФ	ЗабФ	36 армия	414 озадн
153	1944-09-01	НДФ	ЗабФ	36 армия	33 отб
153	1944-09-01	НДФ	ЗабФ	36 армия	35 отб
153	1944-09-01	НДФ	ЗабФ	36 армия	69 обрп
153	1944-09-01	НДФ	ЗабФ	36 армия	39 оиб
154	1944-09-01	НДФ	ЗабФ	12 воздушная армия
154	1944-09-01	НДФ	ЗабФ	12 воздушная армия	30 бад
154	1944-09-01	НДФ	ЗабФ	12 воздушная армия	247 бад
154	1944-09-01	НДФ	ЗабФ	12 воздушная армия	316 шад
154	1944-09-01	НДФ	ЗабФ	12 воздушная армия	246 иад
154	1944-09-01	НДФ	ЗабФ	12 воздушная армия	12 рап
154	1944-09-01	НДФ	ЗабФ	12 воздушная армия	40 краэ
154	1944-09-01	НДФ	ЗабФ	12 воздушная армия	41 краэ
155	1944-09-01	НДФ	ЗабФ	2 ск
155	1944-09-01	НДФ	ЗабФ	103 сд
155	1944-09-01	НДФ	ЗабФ	275 сд
155	1944-09-01	НДФ	ЗабФ	292 сд
155	1944-09-01	НДФ	ЗабФ	293 сд
155	1944-09-01	НДФ	ЗабФ	32 УР
155	1944-09-01	НДФ	ЗабФ	2 опдб
155	1944-09-01	НДФ	ЗабФ	1142 пап
155	1944-09-01	НДФ	ЗабФ	1143 пап
155	1944-09-01	НДФ	ЗабФ	1146 гап БМ
155	1944-09-01	НДФ	ЗабФ	176 минп
155	1944-09-01	НДФ	ЗабФ	1917 зенап
155	1944-09-01	НДФ	ЗабФ	1918 зенап
155	1944-09-01	НДФ	ЗабФ	111 тд
155	1944-09-01	НДФ	ЗабФ	205 тбр
155	1944-09-01	НДФ	ЗабФ	206 тбр
155	1944-09-01	НДФ	ЗабФ	79 обрп
155	1944-09-01	НДФ	ЗабФ	281 оиб
155	1944-09-01	НДФ	ЗабФ	283 оиб
155	1944-09-01	НДФ	ЗабФ	382 оиб
155	1944-09-01	НДФ	ЗабФ	383 оиб
155	1944-09-01	НДФ	ЗабФ	2 пмб
155	1944-09-01	НДФ	ЗабФ	17 пмб
156	1944-09-01	НДФ	ДВФ ПГВ
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	26 ск
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	22 сд
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	59 сд
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	59 ск 
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	39 сд
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	84 кд
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	105 УР
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	112 УР
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	50 пап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	273 пап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	1124 пап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	1125 пап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	1139 пап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	87 гап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	1594 иптап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	1630 иптап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	1631 иптап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	168 минп
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	451 минп
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	452 минп
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	1588 зенап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	1647 зенап
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	115 озадн
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	129 озадн
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	300 озадн
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	75 тбр
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	77 тбр
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	210 тбр
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	257 тбр
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	3 одн брп
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	78 одн брп
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	26 краэ
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	27 краэ
156	1944-09-01	НДФ	ДВФ ПГВ	1 армия	45 исбр
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	17 ск
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	190 сд
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	247 сбр
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	39 ск 
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	40 сд
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	158 сбр
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	262 сбр
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	261 сбр
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	106 УР
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	107 УР
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	108 УР
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	110 УР
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	111 УР
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	113 УР
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	1407 осп
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	282 пап
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	548 пап
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	1127 пап
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	1136 пап
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	148 гап
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	100 оадн
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	1627 иптап
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	1629 иптап
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	453 минп
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	464 минп
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	473 минп
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	22 озадн
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	24 озадн
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	28 озадн
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	721 озадн
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	76 тбр
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	218 тбр
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	259 тбр
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	9 одн брп
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	62 озенбрп
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	30 краэ
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	39 краэ
157	1944-09-01	НДФ	ДВФ ПГВ	25 армия	46 исбр
158	1944-09-01	НДФ	ДВФ ПГВ	9 воздушная армия
158	1944-09-01	НДФ	ДВФ ПГВ	9 воздушная армия	33 бад
158	1944-09-01	НДФ	ДВФ ПГВ	9 воздушная армия	34 бад
158	1944-09-01	НДФ	ДВФ ПГВ	9 воздушная армия	252 шад
158	1944-09-01	НДФ	ДВФ ПГВ	9 воздушная армия	249 иад
158	1944-09-01	НДФ	ДВФ ПГВ	9 воздушная армия	250 иад
158	1944-09-01	НДФ	ДВФ ПГВ	9 воздушная армия	528 иап
159	1944-09-01	НДФ	ДВФ ПГВ	87 ск
159	1944-09-01	НДФ	ДВФ ПГВ	231 сд
159	1944-09-01	НДФ	ДВФ ПГВ	300 сд
159	1944-09-01	НДФ	ДВФ ПГВ	88 ск 
159	1944-09-01	НДФ	ДВФ ПГВ	105 сд
159	1944-09-01	НДФ	ДВФ ПГВ	258 сд
159	1944-09-01	НДФ	ДВФ ПГВ	335 сд
159	1944-09-01	НДФ	ДВФ ПГВ	1126 пап
159	1944-09-01	НДФ	ДВФ ПГВ	1138 пап
159	1944-09-01	НДФ	ДВФ ПГВ	1634 иптап
159	1944-09-01	НДФ	ДВФ ПГВ	72 тбр
159	1944-09-01	НДФ	ДВФ ПГВ	204 тбр
160	1944-09-01	НДФ	ДВФ
160	1944-09-01	НДФ	ДВФ	2 армия
160	1944-09-01	НДФ	ДВФ	2 армия	3 сд
160	1944-09-01	НДФ	ДВФ	2 армия	12 сд
160	1944-09-01	НДФ	ДВФ	2 армия	41 сбр
160	1944-09-01	НДФ	ДВФ	2 армия	258 сбр
160	1944-09-01	НДФ	ДВФ	2 армия	259 сбр
160	1944-09-01	НДФ	ДВФ	2 армия	8 осб
160	1944-09-01	НДФ	ДВФ	2 армия	42 пап
160	1944-09-01	НДФ	ДВФ	2 армия	1120 пап
160	1944-09-01	НДФ	ДВФ	2 армия	1140 пап
160	1944-09-01	НДФ	ДВФ	2 армия	1129 гап
160	1944-09-01	НДФ	ДВФ	2 армия	192 отпадн
160	1944-09-01	НДФ	ДВФ	2 армия	1632 иптап
160	1944-09-01	НДФ	ДВФ	2 армия	465 минп
160	1944-09-01	НДФ	ДВФ	2 армия	9 озадн
160	1944-09-01	НДФ	ДВФ	2 армия	42 озадн
160	1944-09-01	НДФ	ДВФ	2 армия	73 тбр
160	1944-09-01	НДФ	ДВФ	2 армия	74 тбр
160	1944-09-01	НДФ	ДВФ	2 армия	258 тбр
160	1944-09-01	НДФ	ДВФ	2 армия	5 отд. батальон бронедрезин
160	1944-09-01	НДФ	ДВФ	2 армия	277 оиб
161	1944-09-01	НДФ	ДВФ	15 армия
161	1944-09-01	НДФ	ДВФ	15 армия	34 сд
161	1944-09-01	НДФ	ДВФ	15 армия	255 сд
161	1944-09-01	НДФ	ДВФ	15 армия	38 сбр
161	1944-09-01	НДФ	ДВФ	15 армия	260 сбр
161	1944-09-01	НДФ	ДВФ	15 армия	102 УР
161	1944-09-01	НДФ	ДВФ	15 армия	52 пап
161	1944-09-01	НДФ	ДВФ	15 армия	145 пап
161	1944-09-01	НДФ	ДВФ	15 армия	424 пап
161	1944-09-01	НДФ	ДВФ	15 армия	1121 пап
161	1944-09-01	НДФ	ДВФ	15 армия	1637 пап
161	1944-09-01	НДФ	ДВФ	15 армия	117 отпадн
161	1944-09-01	НДФ	ДВФ	15 армия	183 минп
161	1944-09-01	НДФ	ДВФ	15 армия	470 минп
161	1944-09-01	НДФ	ДВФ	15 армия	46 озадн
161	1944-09-01	НДФ	ДВФ	15 армия	302 озадн
161	1944-09-01	НДФ	ДВФ	15 армия	165 тбр
161	1944-09-01	НДФ	ДВФ	15 армия	171 тбр
161	1944-09-01	НДФ	ДВФ	15 армия	203 тбр
161	1944-09-01	НДФ	ДВФ	15 армия	59 озенбрп
161	1944-09-01	НДФ	ДВФ	15 армия	3 тпмп
161	1944-09-01	НДФ	ДВФ	15 армия	11 пмб
161	1944-09-01	НДФ	ДВФ	15 армия	24 пмб
161	1944-09-01	НДФ	ДВФ	15 армия	29 пмб
162	1944-09-01	НДФ	ДВФ	16 армия
162	1944-09-01	НДФ	ДВФ	16 армия	56 ск
162	1944-09-01	НДФ	ДВФ	16 армия	79 сд
162	1944-09-01	НДФ	ДВФ	16 армия	101 сд
162	1944-09-01	НДФ	ДВФ	16 армия	5 сбр
162	1944-09-01	НДФ	ДВФ	16 армия	432 осп
162	1944-09-01	НДФ	ДВФ	16 армия	540 осп
162	1944-09-01	НДФ	ДВФ	16 армия	6 осб
162	1944-09-01	НДФ	ДВФ	16 армия	7 осб
162	1944-09-01	НДФ	ДВФ	16 армия	206 осб
162	1944-09-01	НДФ	ДВФ	16 армия	104 УР
162	1944-09-01	НДФ	ДВФ	16 армия	433 пап
162	1944-09-01	НДФ	ДВФ	16 армия	487 гап
162	1944-09-01	НДФ	ДВФ	16 армия	362 отпадн
162	1944-09-01	НДФ	ДВФ	16 армия	367 отпадн
162	1944-09-01	НДФ	ДВФ	16 армия	428 отпадн
162	1944-09-01	НДФ	ДВФ	16 армия	214 тбр
163	1944-09-01	НДФ	ДВФ	35 армия
163	1944-09-01	НДФ	ДВФ	35 армия	5 ск
